,JobpostID,Duration
18060,18060,DURATION:  Long-term
18061,18061,DURATION:  Indefinite with 3 months of probation period.
18066,18066,DURATION:  Permanent
18067,18067,DURATION:  Long-term
18068,18068,"Accountant (The deadline has been extended.)TERM:Full-timeSTART DATE/ TIME:ASAPDURATION:PermanentLOCATION:Yerevan,"
18069,18069,"Tumo Stepanakert (The deadline has been reduced)DURATION:Long-termLOCATION:Stepanakert,"
18070,18070,DURATION:  Fixed-term contract
18071,18071,DURATION:  7 working days
18072,18072,DURATION:  Permanent
18073,18073,DURATION:  Long-term
18074,18074,DURATION:  Permanent
18076,18076,DURATION:  Permanent
18077,18077,DURATION:  Permanent
18078,18078,DURATION:  1 year with a possibility of extension.
18079,18079,DURATION:  Long-term
18081,18081,DURATION:  Long-term with 3 months of probation period.
18082,18082,DURATION:  Long-term
18083,18083,DURATION:  Long term
18085,18085,DURATION:  Long-term with 3 months of probation period.
18086,18086,DURATION:  Long-term
18087,18087,DURATION:  Long-term
18088,18088,DURATION:  Long-term
18089,18089,DURATION:  Long-term
18090,18090,DURATION:  Long-term
18091,18091,DURATION:  Long-term
18092,18092,DURATION:  Long-term
18094,18094,DURATION:  2 years
18095,18095,DURATION:  2 years
18096,18096,DURATION:  Long-term
18097,18097,DURATION:  Long-term
18098,18098,DURATION:  4 months with a possible extension.
18099,18099,DURATION:  6-7 months
18100,18100,DURATION:  Long-term
18101,18101,DURATION:  Long-term with 3 months probation period.
18102,18102,DURATION:  Long-term with 3 months of probation period.
18103,18103,DURATION:  Permanent
18104,18104,DURATION:  Permanent
18105,18105,DURATION:  Long-term
18109,18109,DURATION:  Long-term
18113,18113,DURATION:  Long-term with 3 months of probation period.
18114,18114,DURATION:  Long-term
18115,18115,DURATION:  Permanent
18117,18117,DURATION:  Permanent
18118,18118,DURATION:  Permanent
18119,18119,DURATION:  1 year with a possible extension.
18120,18120,DURATION:  Long-term with 3 months of probation period.
18121,18121,DURATION:  Long-term
18122,18122,DURATION:  Long-term
18123,18123,DURATION:  Approximately 9 months till the end of 2015.
18124,18124,DURATION:  Long-term with 3 months of probation period.
18125,18125,DURATION:  Long-term with 3 months of probation period.
18127,18127,DURATION:  Short-term (3 and a half months).
18128,18128,DURATION:  Long-term with 3 months of probation period.
18129,18129,DURATION:  Short-term (3 and a half months).
18130,18130,DURATION:  Short-term (3 and a half months).
18131,18131,DURATION:  Short-term (3 and a half months).
18132,18132,DURATION:  Short-term (3 and a half months).
18133,18133,DURATION:  Permanent
18134,18134,DURATION:  Permanent
18135,18135,DURATION:  Permanent
18137,18137,DURATION:  Open-ended
18139,18139,DURATION:  Long-term
18140,18140,DURATION:  Long-term
18141,18141,DURATION:  Permanent
18142,18142,DURATION:  Long-term
18145,18145,DURATION:  Short-term (3 and a half months).
18146,18146,DURATION:  Permanent
18147,18147,DURATION:  Temporary
18148,18148,DURATION:  Short-term (4 months)
18150,18150,DURATION:  Long-term
18151,18151,DURATION:  Permanent with 3 months of probation period.
18152,18152,DURATION:  Long-term with 3 months of probation period.
18153,18153,DURATION:  Permanent
18154,18154,DURATION:  Long-term
18155,18155,DURATION:  Long-term
18157,18157,DURATION:  Long-term
18158,18158,DURATION:  Till May 2017
18159,18159,DURATION:  Long-term
18160,18160,DURATION:  Permanent
18162,18162,DURATION:  Permanent
18164,18164,DURATION:  4 months with the opportunity of further extension.
18165,18165,DURATION:  Long-term with 3 months of probation period.
18170,18170,DURATION:  Open-ended contract.
18172,18172,"CRITERIA:All qualified and interested candidates.START DATE/ TIME:ASAPDURATION:Long-termLOCATION:Yerevan,"
18174,18174,DURATION:  Long-term
18175,18175,DURATION:  5 months
18176,18176,DURATION:  Long-term with 3 months of probation period.
18177,18177,DURATION:  Permanent
18178,18178,DURATION:  3 months
18180,18180,DURATION:  Permanent
18182,18182,DURATION:  Long-term
18183,18183,DURATION:  Permanent
18188,18188,DURATION:  Permanent
18190,18190,DURATION:  6 months with a possible extension.
18191,18191,DURATION:  Long-term
18195,18195,DURATION:  Long-term
18196,18196,DURATION:  Indefinite
18199,18199,DURATION:  Temporary
18201,18201,DURATION:  1 month
18205,18205,DURATION:  Long-term with 3 months of probation period.
18206,18206,DURATION:  Long-term with 3 months of probation period.
18210,18210,DURATION:  Indefinite
18211,18211,DURATION:  Long-term
18212,18212,DURATION:  Long-term
18213,18213,DURATION:  Long-term
18214,18214,DURATION:  Long-term with 3 months of probation period.
18216,18216,DURATION:  Long-term
18218,18218,DURATION:  12 months with a possible extension.
18219,18219,DURATION:  Long-term
18220,18220,"DURATION:  First contract will be concluded for 2-3 months, and then the"
18221,18221,DURATION:  Long-term
18222,18222,DURATION:  Permanent
18225,18225,DURATION:  Long-term with 3 months of probation period.
18226,18226,DURATION:  Long-term
18227,18227,DURATION:  Short-term
18229,18229,DURATION:  4 months with a possible extension.
18231,18231,DURATION:  Long-term
18232,18232,DURATION:  3 days
18235,18235,DURATION:  Long-term
18236,18236,DURATION:  Long-term
18238,18238,DURATION:  Permanent
18240,18240,DURATION:  Long-term
18241,18241,DURATION:  Long-term
18243,18243,DURATION:  Long-term
18244,18244,DURATION:  Long-term
18245,18245,DURATION:  Permanent
18246,18246,DURATION:  Short-term
18247,18247,DURATION:  Long-term
18248,18248,DURATION:  Long-term
18249,18249,DURATION:  Long-term with 3 months of probation period.
18251,18251,DURATION:  Long-term with 3 months of probation period.
18252,18252,DURATION:  15 months with a possibility of extension.
18253,18253,DURATION:  1 year with a possibility of extension.
18254,18254,DURATION:  12 months with a possibility of extension.
18255,18255,DURATION:  Long-term
18258,18258,DURATION:  Long-term
18271,18271,DURATION:  Permanent
18272,18272,DURATION:  Long Term
18273,18273,DURATION:  Fixed term contract till 31 August 2016.
18274,18274,DURATION:  Long term
18276,18276,DURATION:  Long-term with 1 month of probation period.
18279,18279,DURATION:  Long-term
18281,18281,DURATION:  Long-term
18283,18283,DURATION:  Permanent
18284,18284,DURATION:  Long Term
18285,18285,DURATION:  Permanent with 3 months of probation period.
18286,18286,DURATION:  Contractor (4 months contract).
18288,18288,DURATION:  Indefinite term with 3 months of probation period.
18289,18289,DURATION:  Long-term with 3 months of probation period.
18296,18296,DURATION:  Long-term with 3 months of probation period.
18297,18297,DURATION:  Long-term
18298,18298,DURATION:  Long-term
18300,18300,DURATION:  1 year with a possible extension.
18301,18301,DURATION:  1 year with a possible extension.
18302,18302,DURATION:  Long-term
18304,18304,DURATION:  Long-term
18305,18305,DURATION:  Long-term
18307,18307,DURATION:  Long-term
18308,18308,DURATION:  Long-term
18310,18310,DURATION:  Long-term with 3 months of probation period.
18313,18313,DURATION:  Termless agreement
18314,18314,DURATION:  Permanent
18316,18316,DURATION:  Permanent
18317,18317,DURATION:  Long-term
18318,18318,DURATION:  Long-term
18319,18319,DURATION:  September 2015 - February 2017
18321,18321,DURATION:  Long-term with 3 months of probation period.
18323,18323,DURATION:  Permanent
18324,18324,DURATION:  Long-term
18326,18326,DURATION:  Long-term
18327,18327,DURATION:  Long-term
18329,18329,DURATION:  Long-term
18330,18330,DURATION:  Permanent with 3 months of probation period.
18333,18333,DURATION:  Permanent
18334,18334,"DURATION:  Temporary, 3 months."
18336,18336,DURATION:  Long-term with 3 months of probation period.
18337,18337,DURATION:  Permanent
18338,18338,DURATION:  Long-term
18339,18339,DURATION:  1 year with a possible extension.
18340,18340,DURATION:  Permanent with 2 months of probation period.
18341,18341,DURATION:  60 days on a when-actually-employed basis until 31 December
18343,18343,DURATION:  Permanent
18344,18344,DURATION:  Permanent
18346,18346,DURATION:  Long-term
18347,18347,DURATION:  Long-term
18348,18348,DURATION:  Long-term with 2 months of probation period.
18350,18350,DURATION:  Permanent
18351,18351,DURATION:  Long-term with 3 months of probation period.
18352,18352,DURATION:  Permanent
18354,18354,DURATION:  1 year with a possible extension.
18357,18357,DURATION:  Long-term
18358,18358,DURATION:  Long-term
18359,18359,DURATION:  Long-term
18360,18360,DURATION:  Long-term
18361,18361,DURATION:  Long-term
18364,18364,DURATION:  Long-term
18368,18368,DURATION:  Long-term with a probation period.
18370,18370,DURATION:  Long-term
18373,18373,DURATION:  Permanent
18374,18374,DURATION:  Long-term
18376,18376,DURATION:  Long-term
18378,18378,DURATION:  Permanent with 3 months of probation period.
18381,18381,DURATION:  12 weeks
18383,18383,DURATION:  Permanent
18385,18385,DURATION:  Permanent with 3 months of probation period.
18387,18387,DURATION:  Approximately 4 year term position.
18388,18388,DURATION:  Approximately 4 year term position.
18389,18389,DURATION:  Approximately 4 months.
18392,18392,DURATION:  Temporary: to replace an employee in maternity leave.
18393,18393,DURATION:  Long-term (with 3 months of a probation period).
18394,18394,DURATION:  Open-ended
18395,18395,DURATION:  Approximately 4 year term position.
18396,18396,DURATION:  Permanent with 3 months of probation period.
18397,18397,DURATION:  1 year
18398,18398,DURATION:  Long-term
18399,18399,DURATION:  Long-term
18400,18400,DURATION:  Long-term
18401,18401,DURATION:  1 year with a possible extension.
18402,18402,DURATION:  Long-term
18403,18403,DURATION:  Long-term
18404,18404,DURATION:  2 days
18408,18408,DURATION:  Long-term
18410,18410,DURATION:  Long-term
18414,18414,DURATION:  Permanent with 3 months of probation period.
18415,18415,DURATION:  Long-term (with 3 months of probation period).
18417,18417,DURATION:  Long-term
18420,18420,DURATION:  Long-term
18421,18421,DURATION:  Permanent
18422,18422,DURATION:  Long-term with 2 months of probation period.
18423,18423,DURATION:  4 years
18425,18425,DURATION:  Long-term
18426,18426,DURATION:  4 years
18428,18428,DURATION:  4 years
18430,18430,DURATION:  Permanent with 3 months of probation period.
18431,18431,DURATION:  Long-term
18432,18432,DURATION:  Long-term with 3 months of probation period.
18433,18433,DURATION:  Long-term with 3 months of probation period.
18435,18435,DURATION:  Long-term
18436,18436,DURATION:  Long-term
18438,18438,DURATION:  Up to 30 working days in the period September  November 2015.
18439,18439,DURATION:  Permanent
18441,18441,DURATION:  Permanent
18442,18442,DURATION:  Permanent
18443,18443,DURATION:  Permanent
18445,18445,DURATION:  3 months
18446,18446,DURATION:  Long-term
18447,18447,DURATION:  Long-term
18454,18454,DURATION:  Long-term with 3 months of probation period.
18456,18456,DURATION:  Long-term with 3 months of probation period.
18457,18457,DURATION:  Indefinite
18459,18459,DURATION:  Long-term
18460,18460,DURATION:  Permanent
18461,18461,DURATION:  Long-term (with 3 months of probation period).
18462,18462,DURATION:  Long-term
18463,18463,DURATION:  Long-term
18464,18464,DURATION:  Long-term
18465,18465,DURATION:  Long-term
18466,18466,DURATION:  Permanent
18467,18467,DURATION:  Permanent
18468,18468,DURATION:  Permanent
18469,18469,DURATION:  Permanent
18470,18470,DURATION:  3 months
18471,18471,DURATION:  Permanent
18472,18472,DURATION:  3 months
18473,18473,DURATION:  Long-term
18476,18476,DURATION:  Long-term
18477,18477,DURATION:  Indefinite with 3 months of probation period.
18478,18478,DURATION:  Permanent
18479,18479,"DURATION:  Permanent, with 3 months of probation period."
18481,18481,DURATION:  Long-term
18482,18482,DURATION:  Long-term with a probation period.
18483,18483,"DURATION:  Long-term, with 3 months of probation period."
18485,18485,DURATION:  Long-term
18487,18487,DURATION:  Long-term
18492,18492,DURATION:  Indefinite with 3 months of probation period.
18493,18493,DURATION:  Permanent after 3 months of probation period.
18495,18495,DURATION:  Permanent
18498,18498,DURATION:  Permanent
18500,18500,DURATION:  Permanent with 3 months of probation period.
18501,18501,DURATION:  1 month
18502,18502,"DURATION:  Long-term, with 3 months of probation period."
18503,18503,DURATION:  Long-term
18506,18506,DURATION:  Permanent
18507,18507,DURATION:  Long-term
18508,18508,DURATION:  Long-term
18515,18515,DURATION:  Long-term
18516,18516,DURATION:  Permanent
18517,18517,"DURATION:  2 years, renewable after the year one confirmation."
18518,18518,DURATION:  Permanent
18519,18519,DURATION:  Long-term (with 3 months of probation period).
18520,18520,DURATION:  Long-term (with 3 months of probation period).
18522,18522,DURATION:  90 days with a possible extension.
18523,18523,DURATION:  Long-term
18527,18527,DURATION:  Indefinite with 3 months of probation period.
18528,18528,"World Bank Yerevan Office TITLE: Urban Development Specialist DURATION: 3 years LOCATION: Yerevan, Armenia JOB DESCRIPTION: The Urban Development Specialist will work under the supervision of the Regional Practice Manager for Urban Development and Resilience. JOB RESPONSIBILITIES: - Support the task teams and team leaders responsible for implementing ongoing/ preparing new investment projects in Armenia and neighboring countries, in areas including municipal services, urban economic development including tourism, sustainable cities, and urban services, as well as ongoing and planned DRM projects and activities, through (i) maintaining regular contact and dialogue with counterpart agencies, (ii) monitoring project implementation progress and providing timely guidance and support to counterparts in consultation with task team leaders; (iii) carrying out regular monitoring of sector policy developments relating to new laws and regulations, and preparing briefings as needed; and (iv) contributing to policy and program advice through data collection and analysis of relevant sector indicators, trends, and policy developments that can help inform both SURR team members, the wider country team and World Bank community; - Assist the team in (i) identifying opportunities for improved urban and land management, affordable housing, municipal services, and disaster risk management (DRM) in World Bank lending operations, technical assistance and policy dialogue, and (ii) work with government counterparts, civil society and World Bank teams in the fulfillment of these objectives; - Support other infrastructure sectors - particularly Transport and Water sectors - as needed and in coordination with the Practice Managers; - Carry out technical analysis, review TORs, technical specifications, and procurement packages; - Ensure the integration of key urban development and DRM issues in the Armenia Country Program - and in the Caucuses more broadly - by proactively identifying entry points for relevant analysis and financing, and working with government counterparts, civil society and World Bank teams to identify opportunities for programs that will contribute to improved urban and disaster resilient outcomes in the World Bank's partnership with the Government of Armenia; - Participate in missions and contribute to areas of technical specialization, through reviewing project design elements, scope and technologies used, and the costs; - Work independently seeking guidance on complex projects/ issues from senior specialists. REQUIRED QUALIFICATIONS: - Advanced Degree (Master's Degree or equivalent) in Urban Planning, Civil or Environmental Engineering (or a related field), Finance (preferably Municipal Finance), Urban or Regional Economics, Business, or related social sciences and at least 5 years of directly relevant experience; - Experience in the identification, design, appraisal, supervision, and monitoring/ evaluation of urban/ municipal infrastructure service and disaster risk management or risk reduction projects; - Ability to work independently; - Demonstrated skills and direct work experience with at least one or more of the following: investment project management experience at the municipal level; sector analysis work addressing topics including local administration, municipal finance, solid waste management, water and sanitation, environmental services, urban transport and disaster risk management; - Experience in translating research findings into policy advice and in carrying out policy dialogue with government agencies; - Commitment and ability to develop institutional capacity in both state and non-state partner agencies with respect to all issues mentioned above; experience in developing partnerships with government counterparts to identify and implement solutions to difficult development challenges; - Proven capacity to work with a wide range of stakeholders, including, municipalities, national government agencies, international organizations, academics, development agencies, and NGOs; - Possession of strong network of stakeholders and key experts in the fields of urban development and DRM; - Strong oral and written presentation skills, as well as creativity and problem-solving skills; - Outstanding interpersonal and networking skills and demonstrated ability to work in multi-disciplinary teams and multicultural environments; - Enthusiasm for and commitment to poverty alleviation and shared prosperity; ability to address the needs of the most vulnerable; highly self-motivated and talented in motivating others; - Outstanding verbal and written communications skills in the English language. COMPETENCIES: - Integrative skills: ability to develop an integrated view across all facets of the current sector; - Knowledge and experience in Development Arena: understanding of the policy making process; responsible for distilling operationally relevant recommendations/ lessons for clients; - Policy dialogue skills: ability to identify and assess policy issues and play an active role in the dialogue with the government and/ or other stakeholders; - Familiarity with urban policies, strategies, institutions, and regulations; - Foundational knowledge of urban services delivery, with ability to apply to operations and analytical work; - Ability to lead and develop innovative solutions; - Responsible for delivering results for clients, including proactively addressing clients' stated and unstated needs; - Ability to collaborate within teams and across boundaries, giving one's own perspective and willingly receiving diverse perspectives; - Ability to apply knowledge across WBG to strengthen solutions for internal and/ or external clients; - Ability to make smart decisions: interpreting a wide range of information and pushing to move forward. APPLICATION PROCEDURES: All qualified candidates are kindly requested to visit the World Bank's website: http://web.worldbank.org/external/default/main?menuPK=64262364&pagePK=64273550&piPK=64273555&theSitePK=1058433, select ""Yerevan, Armenia"" in the location field and search to view the external job posting and apply for the position #152014 Urban Development Specialist. Only short-listed candidates will be contacted for an interview. Please clearly mention in your application letter that you learned of this job opportunity through Career Center and mention the URL of its website - www.careercenter.am, Thanks. OPENING DATE: 05 October 2015 APPLICATION DEADLINE: 15 October 2015 ---------------------------------- To place a free posting for job or other career-related opportunities available in your organization, just go to the www.careercenter.am website and follow the ""Post an Announcement"" link."
18529,18529,DURATION:  Long-term
18530,18530,DURATION:  Permanent with 3 month of probation period.
18531,18531,"Council of Europe Office (CoE) in Yerevan TITLE: National Short-term Consultant/ Specialist on Developing Audiovisual Materials for Drafting e-course on Critical Thinking OPEN TO/ ELIGIBILITY CRITERIA: Only to individuals. Applicants cannot be government employees or civil servants. START DATE/ TIME: 25 October 2015 DURATION: From 5 to 10 working days during the period of October 2015-March 2016 (the exact number of working days to be determined according to scope of the work). LOCATION: Yerevan, Armenia JOB DESCRIPTION: Council of Europe Office (CoE) in Yerevan is looking for a National Short-term Consultant/ Specialist on Developing Audiovisual Materials for Drafting e-course on Critical Thinking (for legal professionals) to be taught at the Justice Academy for judges and prosecutors. During the project implementation, legal assistance and direct technical expertise will be provided to the Armenian authorities in order to strengthen the independence and professionalism of the Armenian justice system and to facilitate institutional and legislative reforms in line with European standards. The objective of the assignment is to contribute to drafting e-course on Critical thinking for legal professionals for the Justice Academy. The National Short-term Consultant/ Specialist on Developing Audiovisual Materials under the overall guidance of the Head of the Division for Legal Cooperation of the DG I of the CoE and the direct supervision of the Project Officer based in Yerevan, have to draft the subject content of the e-course on Critical thinking. JOB RESPONSIBILITIES: - Develop audiovisual materials mentioned in the manual of the e-course on Critical thinking; - Record audiovisual materials mentioned in the manual of the e-course on Critical thinking; - Identify and apply most applicable best practices related to the assignment; - Participate in piloting the distance learning package on Critical thinking; - Make required revisions in the distance learning package on Critical thinking after piloting of the distance learning package; - Conduct meetings with the representatives of all relevant agencies and organizations if necessary for clarifying questions/ issues related to successful implementation of this assignment; - Work closely with other consultants engaged in the development of the distance learning package on Critical thinking; - Participate in all meetings and roundtable discussions related to the topic of this assignment organized by the CoE, Justice Academy (JA) or other stakeholders; - Work closely with the international expert(s) contracted by CoE if applicable; - Report as requested, on the progress of the tasks in charge in accordance with the tasks agreed upon. REQUIRED QUALIFICATIONS: - University degree in Computer Science, Cinematography and other relevant degrees; - Familiarity with principles of e-teaching and e-learning; - Prior experience in working on distance learning courses' development in the capacity of a specialist of preparation and recording of audiovisual materials; - Proficiency with standard MS Office applications; - Experience in working with multiple audio-visual formats in a-learning and teaching environment, including: film, VHS and 3/4in. video media, photographic negatives and prints, microfilm/ fiche, and digital video formats; - Expertise with current and legacy media technology including projectors, splicers, VHS and 3/4in. video players, audio reel players; - Knowledge of recording technology and audiovisual conservation; - Experience of handling sensitive and/ or classified information; - Good knowledge and experience on the techniques and specifics of drafting curricula and courses on Critical thinking and other relevant subject matters; - Strong collaboration skills in team settings, working groups and committees, both as a team player as well as a leader; - Experience with similar projects organized by international organisations in the area of e-course drafting would be an advantage. APPLICATION PROCEDURES: Interested and qualified candidates should send their CVs and a brief cover letter in the English language, explaining why they believe they are qualified for the position to: jsrp@... . The applicant must indicate in the subject of the e-mail the title of the position he/ she is applying for. Please clearly mention in your application letter that you learned of this job opportunity through Career Center and mention the URL of its website - www.careercenter.am, Thanks. OPENING DATE: 05 October 2015 APPLICATION DEADLINE: 15 October 2015, 18:00 Yerevan time ABOUT: The Project on ""Strengthening the Independence, Professionalism and Accountability of the Justice System in Armenia"" aims to facilitate the EU budget support programme, building on the achievements and outputs of the previous projects on supporting the Armenian authorities to reform the judiciary and ensuring the successful implementation of the reforms undertaken in recent years in line with European standards. This objective will be pursued through legislative assistance as well as institutional and capacity building support to the Armenian training institutions in the area of justice. This project, amongst other objectives, will contribute to drafting e-courses on non-legal topics for judges, prosecutors and advocates. ADDITIONAL NOTES: The selected candidates will be offered a service contract. The proposed contract cannot be construed as conferring on the selected candidate the capacity of Council of Europe staff member or employee.The selected candidate will also have to make his/ her own arrangements for health and social insurance. Only shortlisted applicants will be contacted. The decision of the CoE to accept or reject an application is not subject to appeal. ---------------------------------- To place a free posting for job or other career-related opportunities available in your organization, just go to the www.careercenter.am website and follow the ""Post an Announcement"" link."
18532,18532,"Council of Europe Office (CoE) in Yerevan TITLE: National Short-term Consultant/ Educational Technologist for Drafting e-course on Critical Thinking OPEN TO/ ELIGIBILITY CRITERIA: Only to individuals. Applicants cannot be government employees or civil servants. START DATE/ TIME: 25 October 2015 DURATION: From 5 to 10 working days during the period of October 2015-March 2016 (the exact number of working days to be determined according to scope of the work). LOCATION: Yerevan, Armenia JOB DESCRIPTION: Council of Europe Office (CoE) in Yerevan is looking for a National Short-term Consultant/ Educational Technologist for Drafting e-course on Critical Thinking (for legal professionals) to be taught at the Justice Academy for judges and prosecutors. During the project implementation, legal assistance and direct technical expertise will be provided to the Armenian authorities in order to strengthen the independence and professionalism of the Armenian justice system and to facilitate institutional and legislative reforms in line with European standards. The objective of the assignment is to contribute to drafting e-course on Critical thinking for legal professionals for the Justice Academy. The National Short-term Consultant/ Educational Technologist under the overall guidance of the Head of the Division for Legal Cooperation of the DG I of the CoE and the direct supervision of the Project Officer based in Yerevan, have to draft the subject content of the e-course on Critical thinking. JOB RESPONSIBILITIES: - Analyze and design tools to enhance e-learning of the distance learning course materials on Critical thinking; - Support accountability and inform instruction during the development of the distance learning course materials on Critical thinking; - Directly work with other experts engaged in the development of the distance learning course materials on Critical thinking in the course development process to make the best uses of available teaching methods and technology to enhance learning and to enable students to learn from any place at any time; - Support the use of the course management system; - Support other experts engaged in the development of the distance learning course materials on Critical thinking to use other communication technologies and exploring new technologies that can support adult legal professionals' learning; - Participate in piloting the distance learning package on Critical thinking; - Make required revisions in the distance learning package on Critical thinking after piloting of the distance learning package; - Conduct meetings with the representatives of all relevant agencies and organizations if necessary for clarifying questions/ issues related to successful implementation of this assignment; - Participate in all meetings and roundtable discussions related to the topic of this assignment organized by the CoE, Justice Academy (JA) or other stakeholders; - Work closely with the international expert(s) contracted by CoE if applicable; - Report as requested, on the progress of the tasks in charge in accordance with the tasks agreed upon. REQUIRED QUALIFICATIONS: - University degree preferably in Educational Technology; Educational Technology Leadership, Communications, Learning Sciences or a comparable discipline related field; - Familiarity with principles of e-teaching and e-learning; - Prior experience in developing distance learning courses, preferably in legal field as an Educational Technologist; - Creativity; communication skills: - Intermediate computer skills; - Strong collaboration skills in team settings, working groups and committees, both as a team player as well as a leader; - Experience with similar projects organized by international organisations in the area of e-course drafting would be an advantage. APPLICATION PROCEDURES: Interested and qualified candidates should send their CVs and a brief cover letter in the English language, explaining why they believe they are qualified for the position to: jsrp@... . The applicant must indicate in the subject of the e-mail the title of the position he/ she is applying for. Please clearly mention in your application letter that you learned of this job opportunity through Career Center and mention the URL of its website - www.careercenter.am, Thanks. OPENING DATE: 05 October 2015 APPLICATION DEADLINE: 15 October 2015, 18:00 Yerevan time ABOUT: The Project on ""Strengthening the Independence, Professionalism and Accountability of the Justice System in Armenia"" aims to facilitate the EU budget support programme, building on the achievements and outputs of the previous projects on supporting the Armenian authorities to reform the judiciary and ensuring the successful implementation of the reforms undertaken in recent years in line with European standards. This objective will be pursued through legislative assistance as well as institutional and capacity building support to the Armenian training institutions in the area of justice. This project, amongst other objectives, will contribute to drafting e-courses on non-legal topics for judges, prosecutors and advocates. ADDITIONAL NOTES: The selected candidates will be offered a service contract. The proposed contract cannot be construed as conferring on the selected candidate the capacity of Council of Europe staff member or employee. The selected candidate will also have to make his/ her own arrangements for health and social insurance. Only shortlisted applicants will be contacted. The decision of the CoE to accept or reject an application is not subject to appeal. ---------------------------------- To place a free posting for job or other career-related opportunities available in your organization, just go to the www.careercenter.am website and follow the ""Post an Announcement"" link."
18533,18533,"Council of Europe Office (CoE) in Yerevan TITLE: National Short-term Consultant/ Lawyer for Drafting e-course on Critical Thinking OPEN TO/ ELIGIBILITY CRITERIA: Only to individuals. Applicants cannot be government employees or civil servants. START DATE/ TIME: 25 October 2015 DURATION: From 5 to 10 working days during the period of October 2015-March 2016 (the exact number of working days to be determined according to scope of the work). LOCATION: Yerevan, Armenia JOB DESCRIPTION: Council of Europe Office (CoE) in Yerevan is looking for a National Short-term Consultant/ Lawyer for Drafting e-course on Critical Thinking (for legal professionals) to be taught at the Justice Academy for judges and prosecutors. During the project implementation, legal assistance and direct technical expertise will be provided to the Armenian authorities in order to strengthen the independence and professionalism of the Armenian justice system and to facilitate institutional and legislative reforms in line with European standards. The objective of the assignment is to contribute to drafting e-course on Critical thinking for legal professionals for the Justice Academy. National Short-term Consultant/ Lawyer under the overall guidance of the Head of the Division for Legal Cooperation of the DG I of the CoE and the direct supervision of the Project Officer based in Yerevan, have to draft the subject content of the e-course on Critical thinking. JOB RESPONSIBILITIES: - Provide legal advice to the whole content of the distance learning unit on Critical thinking given the needs of the beneficiaries of the course; - Provide input in drafting the introduction part of the distance learning unit on Critical thinking including video materials; - Draft legal practical examples for the distance learning unit; - Identify and apply most applicable best practices related to the assignment; - Participate in piloting the distance learning package on Critical thinking; - Make required revisions in the distance learning package on Critical thinking after piloting of the distance learning package; - Conduct meetings with the representatives of all relevant agencies and organizations if necessary for clarifying questions/ issues related to successful implementation of this assignment; - Work closely with other consultants engaged in the development of the distance learning package on Critical thinking; - Participate in all meetings and roundtable discussions related to the topic of this assignment organized by the CoE, Justice Academy (JA) or other stakeholders; - Work closely with the international expert(s) contracted by CoE if applicable; - Report as requested, on the progress of the tasks in charge in accordance with the tasks agreed upon. REQUIRED QUALIFICATIONS: - University degree in Law; - Familiarity with principles of e-teaching and e-learning; - Prior experience in working on distance learning courses' development in the capacity of a lawyer; - Good knowledge and experience on the techniques and specifics of drafting curricula and courses on Critical thinking and other relevant subject matters; - Strong collaboration skills in team settings, working groups and committees, both as a team player as well as a leader; - Experience with similar projects organized by international organisations in the area of e-course drafting would be an advantage. APPLICATION PROCEDURES: Interested and qualified candidates should send their CVs and a brief cover letter in the English language, explaining why they believe they are qualified for the position to: jsrp@... . The applicant must indicate in the subject of the e-mail the title of the position he/ she is applying for. Please clearly mention in your application letter that you learned of this job opportunity through Career Center and mention the URL of its website - www.careercenter.am, Thanks. OPENING DATE: 05 October 2015 APPLICATION DEADLINE: 15 October 2015, 18:00 Yerevan time ABOUT: The Project on ""Strengthening the Independence, Professionalism and Accountability of the Justice System in Armenia"" aims to facilitate the EU budget support programme, building on the achievements and outputs of the previous projects on supporting the Armenian authorities to reform the judiciary and ensuring the successful implementation of the reforms undertaken in recent years in line with European standards. This objective will be pursued through legislative assistance as well as institutional and capacity building support to the Armenian training institutions in the area of justice. This project, amongst other objectives, will contribute to drafting e-courses on non-legal topics for judges, prosecutors and advocates. ADDITIONAL NOTES: The selected candidates will be offered a service contract. The proposed contract cannot be construed as conferring on the selected candidate the capacity of Council of Europe staff member or employee. The selected candidate will also have to make his/ her own arrangements for health and social insurance. Only shortlisted applicants will be contacted. The decision of the CoE to accept or reject an application is not subject to appeal. ---------------------------------- To place a free posting for job or other career-related opportunities available in your organization, just go to the www.careercenter.am website and follow the ""Post an Announcement"" link."
