,JobpostID,ApplicationDeadLine
18208,18208,APPLICATION DEADLINE:  09 September 2015
18209,18209,APPLICATION DEADLINE:  09 September 2015
18210,18210,APPLICATION DEADLINE:  31 August 2015
18211,18211,APPLICATION DEADLINE:  31 August 2015
18212,18212,APPLICATION DEADLINE:  09 September 2015
18213,18213,APPLICATION DEADLINE:  09 September 2015
18214,18214,APPLICATION DEADLINE:  31 August 2015
18215,18215,APPLICATION DEADLINE:  09 September 2015
18216,18216,APPLICATION DEADLINE:  20 August 2015
18217,18217,APPLICATION DEADLINE:  10 September 2015
18218,18218,APPLICATION DEADLINE:  25 August 2015
18219,18219,APPLICATION DEADLINE:  10 Sep 2015
18220,18220,APPLICATION DEADLINE:  10 September 2015
18221,18221,APPLICATION DEADLINE:  10 September 2015
18222,18222,APPLICATION DEADLINE:  11 September 2015
18223,18223,APPLICATION DEADLINE:  19 August 2015
18224,18224,APPLICATION DEADLINE:  01 September 2015
18225,18225,APPLICATION DEADLINE:  28 August 2015
18226,18226,APPLICATION DEADLINE:  11 September 2015
18227,18227,"APPLICATION DEADLINE:  19 August 2015, 10.00 a.m."
18228,18228,APPLICATION DEADLINE:  11 September 2015
18229,18229,APPLICATION DEADLINE:  26 August 2015
18230,18230,APPLICATION DEADLINE:  12 September 2015
18231,18231,APPLICATION DEADLINE:  12 September 2015
18232,18232,APPLICATION DEADLINE:  10 September 2015
18233,18233,APPLICATION DEADLINE:  13 September 2015
18234,18234,APPLICATION DEADLINE:  28 August 2015
18235,18235,APPLICATION DEADLINE:  13 September 2015
18236,18236,APPLICATION DEADLINE:  13 September 2015
18237,18237,APPLICATION DEADLINE:  04 September 2015
18238,18238,APPLICATION DEADLINE:  13 September 2015
18239,18239,"APPLICATION DEADLINE:  28 August 2015, 06:00 p.m."
18240,18240,APPLICATION DEADLINE:  13 September 2015
18241,18241,APPLICATION DEADLINE:  16 September 2015
18242,18242,APPLICATION DEADLINE:  16 September 2015
18243,18243,APPLICATION DEADLINE:  16 September 2015
18244,18244,APPLICATION DEADLINE:  31 August 2015
18245,18245,APPLICATION DEADLINE:  16 September 2015
18246,18246,APPLICATION DEADLINE:  16 September 2015
18247,18247,APPLICATION DEADLINE:  16 September 2015
18248,18248,APPLICATION DEADLINE:  10 September 2015
18249,18249,APPLICATION DEADLINE:  14 September 2015
18250,18250,APPLICATION DEADLINE:  28 August 2015
18251,18251,APPLICATION DEADLINE:  17 September 2015
18252,18252,APPLICATION DEADLINE:  31 August 2015
18253,18253,APPLICATION DEADLINE:  01 September 2015
18254,18254,APPLICATION DEADLINE:  17 September 2015
18255,18255,APPLICATION DEADLINE:  17 September 2015
18256,18256,APPLICATION DEADLINE:  31 August 2015
18257,18257,APPLICATION DEADLINE:  31 August 2015
18258,18258,APPLICATION DEADLINE:  18 September 2015
18259,18259,APPLICATION DEADLINE:  26 August 2015
18260,18260,APPLICATION DEADLINE:  19 September 2015
18261,18261,APPLICATION DEADLINE:  04 September 2015
18262,18262,APPLICATION DEADLINE:  04 September 2015
18263,18263,APPLICATION DEADLINE:  19 September 2015
18264,18264,APPLICATION DEADLINE:  19 September 2015
18265,18265,APPLICATION DEADLINE:  19 September 2015
18266,18266,APPLICATION DEADLINE:  19 September 2015
18267,18267,APPLICATION DEADLINE:  19 September 2015
18268,18268,APPLICATION DEADLINE:  19 September 2015
18269,18269,APPLICATION DEADLINE:  05 September 2015
18270,18270,APPLICATION DEADLINE:  19 September 2015
18271,18271,APPLICATION DEADLINE:  06 September 2015
18272,18272,APPLICATION DEADLINE:  20 September 2015
18273,18273,APPLICATION DEADLINE:  06 September 2015
18274,18274,APPLICATION DEADLINE:  20 September 2015
18275,18275,APPLICATION DEADLINE:  10 September 2015
18276,18276,APPLICATION DEADLINE:  20 September 2015
18277,18277,APPLICATION DEADLINE:  02 September 2015
18278,18278,APPLICATION DEADLINE:  11 September 2015
18279,18279,APPLICATION DEADLINE:  20 September 2015
18280,18280,APPLICATION DEADLINE:  30 August 2015
18281,18281,APPLICATION DEADLINE:  15 September 2015
18282,18282,APPLICATION DEADLINE:  20 September 2015
18283,18283,APPLICATION DEADLINE:  20 September 2015
18284,18284,APPLICATION DEADLINE:  20 September 2015
18285,18285,APPLICATION DEADLINE:  28 August 2015
18286,18286,APPLICATION DEADLINE:  20 September 2015
18287,18287,APPLICATION DEADLINE:  31 August 2015
18288,18288,APPLICATION DEADLINE:  07 September 2015
18289,18289,APPLICATION DEADLINE:  23 September 2015
18290,18290,APPLICATION DEADLINE:  31 August 2015
18291,18291,APPLICATION DEADLINE:  31 August 2015
18292,18292,APPLICATION DEADLINE:  23 September 2015
18293,18293,APPLICATION DEADLINE:  30 August 2015
18294,18294,APPLICATION DEADLINE:  23 September 2015
18295,18295,APPLICATION DEADLINE:  24 September 2015
18296,18296,APPLICATION DEADLINE:  24 September 2015
18297,18297,APPLICATION DEADLINE:  24 September 2015
18298,18298,APPLICATION DEADLINE:  24 September 2015
18299,18299,APPLICATION DEADLINE:  24 September 2015
18300,18300,APPLICATION DEADLINE:  25 September 2015
18301,18301,APPLICATION DEADLINE:  25 September 2015
18302,18302,APPLICATION DEADLINE:  25 September 2015
18303,18303,APPLICATION DEADLINE:  25 September 2015
18304,18304,APPLICATION DEADLINE:  25 September 2015
18305,18305,APPLICATION DEADLINE:  20 September 2015
18306,18306,APPLICATION DEADLINE:  25 September 2015
18307,18307,APPLICATION DEADLINE:  08 September 2015
18308,18308,APPLICATION DEADLINE:  25 September 2015
18309,18309,APPLICATION DEADLINE:  10 September 2015
18310,18310,APPLICATION DEADLINE:  14 September 2015
18311,18311,APPLICATION DEADLINE:  26 September 2015
18312,18312,APPLICATION DEADLINE:  10 September 2015
18313,18313,APPLICATION DEADLINE:  13 September 2015
18314,18314,APPLICATION DEADLINE:  25 September 2015
18315,18315,APPLICATION DEADLINE:  26 September 2015
18316,18316,APPLICATION DEADLINE:  25 September 2015
18317,18317,APPLICATION DEADLINE:  20 September 2015
18318,18318,APPLICATION DEADLINE:  13 September 2015
18319,18319,"APPLICATION DEADLINE:  11 September 2015, 18:00 Yerevan time."
18320,18320,"APPLICATION DEADLINE:  11 September 2015, 18:00 Yerevan time."
18321,18321,APPLICATION DEADLINE:  29 September 2015
18322,18322,"APPLICATION DEADLINE:  11 September 2015, 18:00 Yerevan time."
18323,18323,APPLICATION DEADLINE:  15 September 2015
18324,18324,APPLICATION DEADLINE:  27 September 2015
18325,18325,APPLICATION DEADLINE:  09 September 2015
18326,18326,APPLICATION DEADLINE:  27 September 2015
18327,18327,APPLICATION DEADLINE:  20 September 2015
18328,18328,APPLICATION DEADLINE:  Rolling (Groups start their classes as soon as
18329,18329,APPLICATION DEADLINE:  30 September 2015
18330,18330,APPLICATION DEADLINE:  13 September 2015
18331,18331,APPLICATION DEADLINE:  15 September 2015
18332,18332,APPLICATION DEADLINE:  30 September 2015
18333,18333,APPLICATION DEADLINE:  20 September 2015
18334,18334,APPLICATION DEADLINE:  20 September 2015
18335,18335,APPLICATION DEADLINE:  30 September 2015
18336,18336,APPLICATION DEADLINE:  15 September 2015
18337,18337,APPLICATION DEADLINE:  30 September 2015
18338,18338,APPLICATION DEADLINE:  21 September 2015
18339,18339,APPLICATION DEADLINE:  13 September 2015
18340,18340,APPLICATION DEADLINE:  30 September 2015
18341,18341,APPLICATION DEADLINE:  14 September 2015
18342,18342,APPLICATION DEADLINE:  01 October 2015
18343,18343,APPLICATION DEADLINE:  01 October 2015
18344,18344,APPLICATION DEADLINE:  01 October 2015
18345,18345,APPLICATION DEADLINE:  01 October 2015
18346,18346,APPLICATION DEADLINE:  01 October 2015
18347,18347,APPLICATION DEADLINE:  01 October 2015
18348,18348,APPLICATION DEADLINE:  01 October 2015
18349,18349,APPLICATION DEADLINE:  16 September 2015
18350,18350,APPLICATION DEADLINE:  30 September 2015
18351,18351,APPLICATION DEADLINE:  30 September 2015
18352,18352,APPLICATION DEADLINE:  01 October 2015
18353,18353,August 2015APPLICATION DEADLINE:24
18354,18354,APPLICATION DEADLINE:  11 September 2015
18355,18355,"APPLICATION DEADLINE:  15 September 2015, 23:55."
18356,18356,APPLICATION DEADLINE:  25 September 2015
18357,18357,APPLICATION DEADLINE:  02 October 2015
18358,18358,APPLICATION DEADLINE:  02 October 2015
18359,18359,APPLICATION DEADLINE:  02 October 2015
18360,18360,APPLICATION DEADLINE:  30 September 2015
18361,18361,APPLICATION DEADLINE:  21 September 2015
18362,18362,APPLICATION DEADLINE:  11 September 2015
18363,18363,APPLICATION DEADLINE:  15 September 2015
18364,18364,APPLICATION DEADLINE:  03 October 2015
18365,18365,APPLICATION DEADLINE:  20 September 2015
18366,18366,APPLICATION DEADLINE:  03 October 2015
18367,18367,"APPLICATION DEADLINE:  18 September  2015, 6:00 p.m."
18368,18368,APPLICATION DEADLINE:  18 September 2015
18369,18369,APPLICATION DEADLINE:  25 September 2015
18370,18370,APPLICATION DEADLINE:  13 September 2015
18371,18371,APPLICATION DEADLINE:  06 October 2015
18372,18372,APPLICATION DEADLINE:  06 October 2015
18373,18373,APPLICATION DEADLINE:  01 October 2015
18374,18374,APPLICATION DEADLINE:  07 October 2015
18375,18375,"APPLICATION DEADLINE:  22 September 2015, 6:00 p.m."
18376,18376,APPLICATION DEADLINE:  27 September 2015
18377,18377,"APPLICATION DEADLINE:  18 September 2015, 18:00 Yerevan time."
18378,18378,APPLICATION DEADLINE:  08 October 2015
18379,18379,"APPLICATION DEADLINE:  18 September 2015, 18:00 Yerevan time."
18380,18380,APPLICATION DEADLINE:  20 September 2015
18381,18381,APPLICATION DEADLINE:  30 September 2015
18382,18382,"APPLICATION DEADLINE:  18 September 2015, 18:00 Yerevan time."
18383,18383,APPLICATION DEADLINE:  24 September 2015
18384,18384,"APPLICATION DEADLINE:  18 September 2015, 18:00 Yerevan time."
18385,18385,APPLICATION DEADLINE:  08 October 2015
18386,18386,APPLICATION DEADLINE:  05 October 2015
18387,18387,APPLICATION DEADLINE:  18 September 2015
18388,18388,APPLICATION DEADLINE:  18 September 2015
18389,18389,APPLICATION DEADLINE:  18 September 2015
18390,18390,APPLICATION DEADLINE:  09 October 2015
18391,18391,APPLICATION DEADLINE:  09 October 2015
18392,18392,APPLICATION DEADLINE:  27 September 2015
18393,18393,APPLICATION DEADLINE:  09 October 2015
18394,18394,APPLICATION DEADLINE:  24 September 2015
18395,18395,APPLICATION DEADLINE:  18 September 2015
18396,18396,APPLICATION DEADLINE:  27 September 2015
18397,18397,APPLICATION DEADLINE:  24 September 2015
18398,18398,APPLICATION DEADLINE:  25 September 2015
18399,18399,APPLICATION DEADLINE:  10 October 2015
18400,18400,APPLICATION DEADLINE:  10 October 2015
18401,18401,APPLICATION DEADLINE:  30 September 2015
18402,18402,APPLICATION DEADLINE:  10 October 2015
18403,18403,APPLICATION DEADLINE:  10 October 2015
18404,18404,APPLICATION DEADLINE:  05 October 2015
18405,18405,APPLICATION DEADLINE:  01 October 2015
18406,18406,APPLICATION DEADLINE:  10 October 2015
18407,18407,APPLICATION DEADLINE:  10 October 2015
18408,18408,APPLICATION DEADLINE:  10 October 2015
18409,18409,APPLICATION DEADLINE:  02 October 2015
18410,18410,APPLICATION DEADLINE:  25 September 2015
18411,18411,APPLICATION DEADLINE:  10 October 2015
18412,18412,APPLICATION DEADLINE:  02 October 2015
18413,18413,APPLICATION DEADLINE:  01 October 2015
18414,18414,APPLICATION DEADLINE:  14 October 2015
18415,18415,APPLICATION DEADLINE:  13 October 2015
18416,18416,"APPLICATION DEADLINE:  27 September 2015, 23:55 p.m."
18417,18417,APPLICATION DEADLINE:  14 October 2015
18418,18418,APPLICATION DEADLINE:  30 September 2015
18419,18419,APPLICATION DEADLINE:  14 October 2015
18420,18420,APPLICATION DEADLINE:  30 September 2015
18421,18421,APPLICATION DEADLINE:  14 October 2015
18422,18422,APPLICATION DEADLINE:  01 October 2015
18423,18423,APPLICATION DEADLINE:  26 September 2015
18424,18424,APPLICATION DEADLINE:  02 October 2015
18425,18425,APPLICATION DEADLINE:  14 October 2015
18426,18426,APPLICATION DEADLINE:  26 September 2015
18427,18427,APPLICATION DEADLINE:  14 October 2015
18428,18428,APPLICATION DEADLINE:  26 September 2015
18429,18429,APPLICATION DEADLINE:  14 October 2015
18430,18430,APPLICATION DEADLINE:  14 October 2015
18431,18431,APPLICATION DEADLINE:  29 September 2015
18432,18432,APPLICATION DEADLINE:  01 October 2015
18433,18433,APPLICATION DEADLINE:  01 October 2015
18434,18434,APPLICATION DEADLINE:  07 October 2015
18435,18435,APPLICATION DEADLINE:  15 October 2015
18436,18436,APPLICATION DEADLINE:  15 October 2015
18437,18437,APPLICATION DEADLINE:  Rolling (Groups start their classes as soon as
18438,18438,"APPLICATION DEADLINE:  24 September 2015, 18:00 Yerevan time."
18439,18439,APPLICATION DEADLINE:  15 October 2015
18440,18440,APPLICATION DEADLINE:  10 October 2015
18441,18441,APPLICATION DEADLINE:  10 October 2015
18442,18442,APPLICATION DEADLINE:  15 October 2015
18443,18443,APPLICATION DEADLINE:  15 October 2015
18444,18444,APPLICATION DEADLINE:  16 October 2015
18445,18445,APPLICATION DEADLINE:  03 October 2015
18446,18446,APPLICATION DEADLINE:  09 October 2015
18447,18447,APPLICATION DEADLINE:  17 October 2015
18448,18448,APPLICATION DEADLINE:  02 October 2015
18449,18449,APPLICATION DEADLINE:  02 October 2015
18450,18450,APPLICATION DEADLINE:  17 October 2015
18451,18451,APPLICATION DEADLINE:  02 October 2015
18452,18452,APPLICATION DEADLINE:  01 October 2015
18453,18453,APPLICATION DEADLINE:  30 September 2015
18454,18454,APPLICATION DEADLINE:  05 October 2015
18455,18455,APPLICATION DEADLINE:  02 October 2015
18456,18456,APPLICATION DEADLINE:  05 October 2015
18457,18457,APPLICATION DEADLINE:  30 September 2015
18458,18458,APPLICATION DEADLINE:  02 October 2015
18459,18459,APPLICATION DEADLINE:  17 October 2015
18460,18460,APPLICATION DEADLINE:  10 October 2015
18461,18461,APPLICATION DEADLINE:  21 October 2015
18462,18462,APPLICATION DEADLINE:  01 October 2015
18463,18463,APPLICATION DEADLINE:  21 October 2015
18464,18464,APPLICATION DEADLINE:  15 October 2015
18465,18465,APPLICATION DEADLINE:  15 October 2015
18466,18466,APPLICATION DEADLINE:  21 October 2015
18467,18467,APPLICATION DEADLINE:  21 October 2015
18468,18468,APPLICATION DEADLINE:  21 October 2015
18469,18469,APPLICATION DEADLINE:  21 October 2015
18470,18470,APPLICATION DEADLINE:  09 October 2015
18471,18471,APPLICATION DEADLINE:  21 October 2015
18472,18472,APPLICATION DEADLINE:  09 October 2015
18473,18473,APPLICATION DEADLINE:  15 October 2015
18474,18474,APPLICATION DEADLINE:  21 October 2015
18475,18475,APPLICATION DEADLINE:  22 October 2015
18476,18476,APPLICATION DEADLINE:  22 October 2015
18477,18477,APPLICATION DEADLINE:  06 October 2015
18478,18478,APPLICATION DEADLINE:  09 October 2015
18479,18479,APPLICATION DEADLINE:  08 October 2015
18480,18480,APPLICATION DEADLINE:  07 October 2015
18481,18481,APPLICATION DEADLINE:  23 October 2015
18482,18482,"APPLICATION DEADLINE:  14 October 2015, 17:00."
18483,18483,APPLICATION DEADLINE:  10 October 2015
18484,18484,APPLICATION DEADLINE:  12 October 2015
18485,18485,APPLICATION DEADLINE:  23 October 2015
18486,18486,APPLICATION DEADLINE:  02 October 2015
18487,18487,APPLICATION DEADLINE:  24 October 2015
18488,18488,APPLICATION DEADLINE:  24 October 2015
18489,18489,"APPLICATION DEADLINE:  23 October 2015, 5:45 p.m."
18490,18490,APPLICATION DEADLINE:  24 October 2015
18491,18491,APPLICATION DEADLINE:  24 October 2015
18492,18492,APPLICATION DEADLINE:  09 October 2015
18493,18493,APPLICATION DEADLINE:  09 October 2015
18494,18494,"APPLICATION DEADLINE:  23 October 2015, 5:45 p.m."
18495,18495,APPLICATION DEADLINE:  15 October 2015
18496,18496,APPLICATION DEADLINE:  27 October 2015
18497,18497,APPLICATION DEADLINE:  27 October 2015
18498,18498,APPLICATION DEADLINE:  27 October 2015
18499,18499,APPLICATION DEADLINE:  27 October 2015
18500,18500,APPLICATION DEADLINE:  07 October 2015
18501,18501,"APPLICATION DEADLINE:  09 October 2015, by 16:30."
18502,18502,APPLICATION DEADLINE:  14 October 2015
18503,18503,APPLICATION DEADLINE:  29 October 2015
18504,18504,APPLICATION DEADLINE:  15 October 2015
18505,18505,APPLICATION DEADLINE:  15 October 2015
18506,18506,APPLICATION DEADLINE:  10 October 2015
18507,18507,APPLICATION DEADLINE:  31 October 2015
18508,18508,APPLICATION DEADLINE:  31 October 2015
18509,18509,October 2015APPLICATION DEADLINE:31
18510,18510,APPLICATION DEADLINE:  31 October 2015
18511,18511,APPLICATION DEADLINE:  31 October 2015
18512,18512,APPLICATION DEADLINE:  31 October 2015
18513,18513,APPLICATION DEADLINE:  31 October 2015
18514,18514,APPLICATION DEADLINE:  31 October 2015
18515,18515,APPLICATION DEADLINE:  31 October 2015
18516,18516,APPLICATION DEADLINE:  01 November 2015
18517,18517,"APPLICATION DEADLINE:  15 October 2015, COB."
18518,18518,APPLICATION DEADLINE:  01 November 2015
18519,18519,APPLICATION DEADLINE:  01 November 2015
18520,18520,APPLICATION DEADLINE:  01 November 2015
18521,18521,APPLICATION DEADLINE:  22 October 2015
18522,18522,APPLICATION DEADLINE:  19 October 2015
18523,18523,APPLICATION DEADLINE:  01 November 2015
18524,18524,"GNC-Alfa (Rostelecom Armenia) CJSC TITLE: Programmer TERM: Full-time LOCATION: Abovyan, Armenia JOB DESCRIPTION: GNC-Alfa CJSC is seeking a proactive and experienced programmer to join the Company's team on highly competitive terms with long-term perspectives and career growth opportunities within the Company. JOB RESPONSIBILITIES: - Write PHP-MYSQL and JavaScript code; - Design the MySQL database structure; - Read, understand and modify the existing code; - Provide technical support and assistance; - Perform other duties as assigned. REQUIRED QUALIFICATIONS: - Bachelor's degree in Computer Science or a related field; - More than 1 year of experience working on the web; - Strong PHP, MySQL, JavaScript and jQuery skills; - Experience in working with PHP/ OOP Frameworks like Laravel, Codeigniter, Zend and Yii; - Reasonable level of HTML5 and CSS3 knowledge; - Experience with front-end development such as Bootstrap; - Understanding of the LAMP setup; - Ability to multitask; - Good knowledge of the English language; - Creativity and imagination. REMUNERATION/ SALARY: Competitive APPLICATION PROCEDURES: To apply for this position, please submit a resume including your relevant qualifications, work experience and information on professional reference to: hr@... . Please, mention the position title ""Programmer"" you are applying for in the subject line of your email. Please clearly mention in your application letter that you learned of this job opportunity through Career Center and mention the URL of its website - www.careercenter.am, Thanks. OPENING DATE: 05 October 2015 APPLICATION DEADLINE: 20 October 2015 ---------------------------------- To place a free posting for job or other career-related opportunities available in your organization, just go to the www.careercenter.am website and follow the ""Post an Announcement"" link."
18525,18525,APPLICATION DEADLINE:  04 November 2015
18526,18526,APPLICATION DEADLINE:  Rolling (Groups start their classes as soon as
18527,18527,APPLICATION DEADLINE:  18 October 2015
18528,18528,"World Bank Yerevan Office TITLE: Urban Development Specialist DURATION: 3 years LOCATION: Yerevan, Armenia JOB DESCRIPTION: The Urban Development Specialist will work under the supervision of the Regional Practice Manager for Urban Development and Resilience. JOB RESPONSIBILITIES: - Support the task teams and team leaders responsible for implementing ongoing/ preparing new investment projects in Armenia and neighboring countries, in areas including municipal services, urban economic development including tourism, sustainable cities, and urban services, as well as ongoing and planned DRM projects and activities, through (i) maintaining regular contact and dialogue with counterpart agencies, (ii) monitoring project implementation progress and providing timely guidance and support to counterparts in consultation with task team leaders; (iii) carrying out regular monitoring of sector policy developments relating to new laws and regulations, and preparing briefings as needed; and (iv) contributing to policy and program advice through data collection and analysis of relevant sector indicators, trends, and policy developments that can help inform both SURR team members, the wider country team and World Bank community; - Assist the team in (i) identifying opportunities for improved urban and land management, affordable housing, municipal services, and disaster risk management (DRM) in World Bank lending operations, technical assistance and policy dialogue, and (ii) work with government counterparts, civil society and World Bank teams in the fulfillment of these objectives; - Support other infrastructure sectors - particularly Transport and Water sectors - as needed and in coordination with the Practice Managers; - Carry out technical analysis, review TORs, technical specifications, and procurement packages; - Ensure the integration of key urban development and DRM issues in the Armenia Country Program - and in the Caucuses more broadly - by proactively identifying entry points for relevant analysis and financing, and working with government counterparts, civil society and World Bank teams to identify opportunities for programs that will contribute to improved urban and disaster resilient outcomes in the World Bank's partnership with the Government of Armenia; - Participate in missions and contribute to areas of technical specialization, through reviewing project design elements, scope and technologies used, and the costs; - Work independently seeking guidance on complex projects/ issues from senior specialists. REQUIRED QUALIFICATIONS: - Advanced Degree (Master's Degree or equivalent) in Urban Planning, Civil or Environmental Engineering (or a related field), Finance (preferably Municipal Finance), Urban or Regional Economics, Business, or related social sciences and at least 5 years of directly relevant experience; - Experience in the identification, design, appraisal, supervision, and monitoring/ evaluation of urban/ municipal infrastructure service and disaster risk management or risk reduction projects; - Ability to work independently; - Demonstrated skills and direct work experience with at least one or more of the following: investment project management experience at the municipal level; sector analysis work addressing topics including local administration, municipal finance, solid waste management, water and sanitation, environmental services, urban transport and disaster risk management; - Experience in translating research findings into policy advice and in carrying out policy dialogue with government agencies; - Commitment and ability to develop institutional capacity in both state and non-state partner agencies with respect to all issues mentioned above; experience in developing partnerships with government counterparts to identify and implement solutions to difficult development challenges; - Proven capacity to work with a wide range of stakeholders, including, municipalities, national government agencies, international organizations, academics, development agencies, and NGOs; - Possession of strong network of stakeholders and key experts in the fields of urban development and DRM; - Strong oral and written presentation skills, as well as creativity and problem-solving skills; - Outstanding interpersonal and networking skills and demonstrated ability to work in multi-disciplinary teams and multicultural environments; - Enthusiasm for and commitment to poverty alleviation and shared prosperity; ability to address the needs of the most vulnerable; highly self-motivated and talented in motivating others; - Outstanding verbal and written communications skills in the English language. COMPETENCIES: - Integrative skills: ability to develop an integrated view across all facets of the current sector; - Knowledge and experience in Development Arena: understanding of the policy making process; responsible for distilling operationally relevant recommendations/ lessons for clients; - Policy dialogue skills: ability to identify and assess policy issues and play an active role in the dialogue with the government and/ or other stakeholders; - Familiarity with urban policies, strategies, institutions, and regulations; - Foundational knowledge of urban services delivery, with ability to apply to operations and analytical work; - Ability to lead and develop innovative solutions; - Responsible for delivering results for clients, including proactively addressing clients' stated and unstated needs; - Ability to collaborate within teams and across boundaries, giving one's own perspective and willingly receiving diverse perspectives; - Ability to apply knowledge across WBG to strengthen solutions for internal and/ or external clients; - Ability to make smart decisions: interpreting a wide range of information and pushing to move forward. APPLICATION PROCEDURES: All qualified candidates are kindly requested to visit the World Bank's website: http://web.worldbank.org/external/default/main?menuPK=64262364&pagePK=64273550&piPK=64273555&theSitePK=1058433, select ""Yerevan, Armenia"" in the location field and search to view the external job posting and apply for the position #152014 Urban Development Specialist. Only short-listed candidates will be contacted for an interview. Please clearly mention in your application letter that you learned of this job opportunity through Career Center and mention the URL of its website - www.careercenter.am, Thanks. OPENING DATE: 05 October 2015 APPLICATION DEADLINE: 15 October 2015 ---------------------------------- To place a free posting for job or other career-related opportunities available in your organization, just go to the www.careercenter.am website and follow the ""Post an Announcement"" link."
18529,18529,APPLICATION DEADLINE:  20 October 2015
18530,18530,APPLICATION DEADLINE:  25 October 2015
18531,18531,"Council of Europe Office (CoE) in Yerevan TITLE: National Short-term Consultant/ Specialist on Developing Audiovisual Materials for Drafting e-course on Critical Thinking OPEN TO/ ELIGIBILITY CRITERIA: Only to individuals. Applicants cannot be government employees or civil servants. START DATE/ TIME: 25 October 2015 DURATION: From 5 to 10 working days during the period of October 2015-March 2016 (the exact number of working days to be determined according to scope of the work). LOCATION: Yerevan, Armenia JOB DESCRIPTION: Council of Europe Office (CoE) in Yerevan is looking for a National Short-term Consultant/ Specialist on Developing Audiovisual Materials for Drafting e-course on Critical Thinking (for legal professionals) to be taught at the Justice Academy for judges and prosecutors. During the project implementation, legal assistance and direct technical expertise will be provided to the Armenian authorities in order to strengthen the independence and professionalism of the Armenian justice system and to facilitate institutional and legislative reforms in line with European standards. The objective of the assignment is to contribute to drafting e-course on Critical thinking for legal professionals for the Justice Academy. The National Short-term Consultant/ Specialist on Developing Audiovisual Materials under the overall guidance of the Head of the Division for Legal Cooperation of the DG I of the CoE and the direct supervision of the Project Officer based in Yerevan, have to draft the subject content of the e-course on Critical thinking. JOB RESPONSIBILITIES: - Develop audiovisual materials mentioned in the manual of the e-course on Critical thinking; - Record audiovisual materials mentioned in the manual of the e-course on Critical thinking; - Identify and apply most applicable best practices related to the assignment; - Participate in piloting the distance learning package on Critical thinking; - Make required revisions in the distance learning package on Critical thinking after piloting of the distance learning package; - Conduct meetings with the representatives of all relevant agencies and organizations if necessary for clarifying questions/ issues related to successful implementation of this assignment; - Work closely with other consultants engaged in the development of the distance learning package on Critical thinking; - Participate in all meetings and roundtable discussions related to the topic of this assignment organized by the CoE, Justice Academy (JA) or other stakeholders; - Work closely with the international expert(s) contracted by CoE if applicable; - Report as requested, on the progress of the tasks in charge in accordance with the tasks agreed upon. REQUIRED QUALIFICATIONS: - University degree in Computer Science, Cinematography and other relevant degrees; - Familiarity with principles of e-teaching and e-learning; - Prior experience in working on distance learning courses' development in the capacity of a specialist of preparation and recording of audiovisual materials; - Proficiency with standard MS Office applications; - Experience in working with multiple audio-visual formats in a-learning and teaching environment, including: film, VHS and 3/4in. video media, photographic negatives and prints, microfilm/ fiche, and digital video formats; - Expertise with current and legacy media technology including projectors, splicers, VHS and 3/4in. video players, audio reel players; - Knowledge of recording technology and audiovisual conservation; - Experience of handling sensitive and/ or classified information; - Good knowledge and experience on the techniques and specifics of drafting curricula and courses on Critical thinking and other relevant subject matters; - Strong collaboration skills in team settings, working groups and committees, both as a team player as well as a leader; - Experience with similar projects organized by international organisations in the area of e-course drafting would be an advantage. APPLICATION PROCEDURES: Interested and qualified candidates should send their CVs and a brief cover letter in the English language, explaining why they believe they are qualified for the position to: jsrp@... . The applicant must indicate in the subject of the e-mail the title of the position he/ she is applying for. Please clearly mention in your application letter that you learned of this job opportunity through Career Center and mention the URL of its website - www.careercenter.am, Thanks. OPENING DATE: 05 October 2015 APPLICATION DEADLINE: 15 October 2015, 18:00 Yerevan time ABOUT: The Project on ""Strengthening the Independence, Professionalism and Accountability of the Justice System in Armenia"" aims to facilitate the EU budget support programme, building on the achievements and outputs of the previous projects on supporting the Armenian authorities to reform the judiciary and ensuring the successful implementation of the reforms undertaken in recent years in line with European standards. This objective will be pursued through legislative assistance as well as institutional and capacity building support to the Armenian training institutions in the area of justice. This project, amongst other objectives, will contribute to drafting e-courses on non-legal topics for judges, prosecutors and advocates. ADDITIONAL NOTES: The selected candidates will be offered a service contract. The proposed contract cannot be construed as conferring on the selected candidate the capacity of Council of Europe staff member or employee.The selected candidate will also have to make his/ her own arrangements for health and social insurance. Only shortlisted applicants will be contacted. The decision of the CoE to accept or reject an application is not subject to appeal. ---------------------------------- To place a free posting for job or other career-related opportunities available in your organization, just go to the www.careercenter.am website and follow the ""Post an Announcement"" link."
